Using config: {'content_img_name': 'tubingen.png', 'style_img_name': 'vg_starry_night.jpg', 'neural_net': 'VGG19', 'content_weight': 100000.0, 'style_weight': 10000.0, 'tv_weight': 1.0, 'init_img': 'content', 'optimizer': 'LBFGS', 'content_img_path': 'data/content_images/tubingen.png', 'style_img_path': 'data/style_images/vg_starry_night.jpg', 'dump_path': 'data/output_images/tubingen styled as vg_starry_night/100000 10000 1'}

Loaded images

Initialized Optimizing image

Generated feature maps

Starting LBFGS Optimization

LBFGS | iteration: 001, total loss=2458449346560.0000, content_loss=      0.0000, style loss=2458434080000.0000, tv loss=15154265.0000
LBFGS | iteration: 043, total loss=8056048640.0000, content_loss=3094987695.3125, style loss=4919600312.5000, tv loss=41460736.0000
LBFGS | iteration: 044, total loss=7849763840.0000, content_loss=3095849023.4375, style loss=4712379062.5000, tv loss=41535912.0000
LBFGS | iteration: 045, total loss=7596319232.0000, content_loss=3096631835.9375, style loss=4457963750.0000, tv loss=41724140.0000
LBFGS | iteration: 046, total loss=7323297792.0000, content_loss=3091111523.4375, style loss=4190451562.5000, tv loss=41735216.0000
LBFGS | iteration: 047, total loss=7148279296.0000, content_loss=3088495898.4375, style loss=4018007500.0000, tv loss=41775680.0000
LBFGS | iteration: 048, total loss=6901504512.0000, content_loss=3081158398.4375, style loss=3778491250.0000, tv loss=41855224.0000
LBFGS | iteration: 049, total loss=6576355840.0000, content_loss=3060961914.0625, style loss=3473492812.5000, tv loss=41901520.0000
LBFGS | iteration: 050, total loss=6529335808.0000, content_loss=3058457226.5625, style loss=3428859687.5000, tv loss=42018692.0000
LBFGS | iteration: 051, total loss=6406170112.0000, content_loss=3050379687.5000, style loss=3313896875.0000, tv loss=41893288.0000
LBFGS | iteration: 052, total loss=6295364608.0000, content_loss=3049345117.1875, style loss=3204083125.0000, tv loss=41936272.0000
LBFGS | iteration: 053, total loss=6220750336.0000, content_loss=3050406835.9375, style loss=3128354375.0000, tv loss=41989096.0000
LBFGS | iteration: 054, total loss=6106045952.0000, content_loss=3052653125.0000, style loss=3011307812.5000, tv loss=42085024.0000
LBFGS | iteration: 055, total loss=6003540480.0000, content_loss=3051304101.5625, style loss=2910121562.5000, tv loss=42114784.0000
LBFGS | iteration: 056, total loss=5837743104.0000, content_loss=3039595312.5000, style loss=2755976562.5000, tv loss=42171432.0000
LBFGS | iteration: 057, total loss=5709627392.0000, content_loss=3036217773.4375, style loss=2631190312.5000, tv loss=42219608.0000
LBFGS | iteration: 058, total loss=5626871296.0000, content_loss=3024848242.1875, style loss=2559796718.7500, tv loss=42226104.0000
LBFGS | iteration: 059, total loss=5563266048.0000, content_loss=3010246289.0625, style loss=2510863281.2500, tv loss=42155784.0000
LBFGS | iteration: 060, total loss=5491185664.0000, content_loss=3003521875.0000, style loss=2445440625.0000, tv loss=42223596.0000
LBFGS | iteration: 061, total loss=5412668416.0000, content_loss=3002235742.1875, style loss=2368213906.2500, tv loss=42218580.0000
LBFGS | iteration: 062, total loss=5340474368.0000, content_loss=2998393554.6875, style loss=2299829531.2500, tv loss=42251176.0000
LBFGS | iteration: 063, total loss=5230271488.0000, content_loss=2986903125.0000, style loss=2201037343.7500, tv loss=42331128.0000
LBFGS | iteration: 064, total loss=5159318528.0000, content_loss=2977282617.1875, style loss=2139680000.0000, tv loss=42355704.0000
LBFGS | iteration: 065, total loss=5112318976.0000, content_loss=2972057812.5000, style loss=2097902968.7500, tv loss=42358164.0000
LBFGS | iteration: 066, total loss=5061731840.0000, content_loss=2960541406.2500, style loss=2058733750.0000, tv loss=42456456.0000
LBFGS | iteration: 067, total loss=4996912128.0000, content_loss=2954621875.0000, style loss=1999872343.7500, tv loss=42417888.0000
LBFGS | iteration: 068, total loss=4946120192.0000, content_loss=2946498242.1875, style loss=1957178125.0000, tv loss=42443628.0000
LBFGS | iteration: 069, total loss=4894345728.0000, content_loss=2933343554.6875, style loss=1918462656.2500, tv loss=42539532.0000
LBFGS | iteration: 070, total loss=4839249408.0000, content_loss=2932101757.8125, style loss=1864624218.7500, tv loss=42523624.0000
LBFGS | iteration: 071, total loss=4818915328.0000, content_loss=2929351367.1875, style loss=1847020625.0000, tv loss=42543304.0000
LBFGS | iteration: 072, total loss=4742149632.0000, content_loss=2915296679.6875, style loss=1784249531.2500, tv loss=42603656.0000
LBFGS | iteration: 073, total loss=4690557440.0000, content_loss=2908144726.5625, style loss=1739803593.7500, tv loss=42609296.0000
LBFGS | iteration: 074, total loss=4641871872.0000, content_loss=2893460742.1875, style loss=1705719218.7500, tv loss=42692224.0000
LBFGS | iteration: 075, total loss=4593837056.0000, content_loss=2888382812.5000, style loss=1662770156.2500, tv loss=42684312.0000
LBFGS | iteration: 076, total loss=4561225216.0000, content_loss=2884831835.9375, style loss=1633670312.5000, tv loss=42723204.0000
LBFGS | iteration: 077, total loss=4509216256.0000, content_loss=2873797851.5625, style loss=1592652812.5000, tv loss=42765924.0000
LBFGS | iteration: 078, total loss=4468117504.0000, content_loss=2866116210.9375, style loss=1559197031.2500, tv loss=42803984.0000
LBFGS | iteration: 079, total loss=4434724864.0000, content_loss=2857563085.9375, style loss=1534350781.2500, tv loss=42810792.0000
LBFGS | iteration: 080, total loss=4401086464.0000, content_loss=2845879687.5000, style loss=1512385468.7500, tv loss=42821312.0000
LBFGS | iteration: 081, total loss=4373096448.0000, content_loss=2838534375.0000, style loss=1491717031.2500, tv loss=42845132.0000
LBFGS | iteration: 082, total loss=4324877312.0000, content_loss=2824347460.9375, style loss=1457683906.2500, tv loss=42845704.0000
LBFGS | iteration: 083, total loss=4386302464.0000, content_loss=2814013867.1875, style loss=1529243750.0000, tv loss=43044800.0000
LBFGS | iteration: 084, total loss=4302186496.0000, content_loss=2819252929.6875, style loss=1440016406.2500, tv loss=42917360.0000
LBFGS | iteration: 085, total loss=4276437504.0000, content_loss=2821400585.9375, style loss=1412098281.2500, tv loss=42938608.0000
LBFGS | iteration: 086, total loss=4256719104.0000, content_loss=2820852148.4375, style loss=1392915625.0000, tv loss=42951404.0000
LBFGS | iteration: 087, total loss=4232848128.0000, content_loss=2817700195.3125, style loss=1372178593.7500, tv loss=42969224.0000
LBFGS | iteration: 088, total loss=4200363520.0000, content_loss=2810592187.5000, style loss=1346767656.2500, tv loss=43003612.0000
LBFGS | iteration: 089, total loss=4156375296.0000, content_loss=2798900976.5625, style loss=1314377031.2500, tv loss=43097392.0000
LBFGS | iteration: 090, total loss=4132511488.0000, content_loss=2785719335.9375, style loss=1303704296.8750, tv loss=43087964.0000
LBFGS | iteration: 091, total loss=4108155392.0000, content_loss=2784257812.5000, style loss=1280762421.8750, tv loss=43135176.0000
LBFGS | iteration: 092, total loss=4100503808.0000, content_loss=2786390429.6875, style loss=1270990937.5000, tv loss=43122416.0000
LBFGS | iteration: 093, total loss=4079557120.0000, content_loss=2780827539.0625, style loss=1255570859.3750, tv loss=43158404.0000
LBFGS | iteration: 094, total loss=4065924608.0000, content_loss=2776530664.0625, style loss=1246220312.5000, tv loss=43173736.0000
LBFGS | iteration: 095, total loss=4047039488.0000, content_loss=2771616210.9375, style loss=1232236171.8750, tv loss=43187200.0000
LBFGS | iteration: 096, total loss=4020286464.0000, content_loss=2765214257.8125, style loss=1211849921.8750, tv loss=43222304.0000
LBFGS | iteration: 097, total loss=3986489600.0000, content_loss=2752192773.4375, style loss=1190982265.6250, tv loss=43314324.0000
LBFGS | iteration: 098, total loss=3965122816.0000, content_loss=2745944335.9375, style loss=1175876640.6250, tv loss=43301980.0000
LBFGS | iteration: 099, total loss=3951199488.0000, content_loss=2744542968.7500, style loss=1163354921.8750, tv loss=43301536.0000
LBFGS | iteration: 100, total loss=3943875584.0000, content_loss=2736365429.6875, style loss=1164138437.5000, tv loss=43371872.0000
LBFGS | iteration: 101, total loss=3928959744.0000, content_loss=2734319531.2500, style loss=1151296640.6250, tv loss=43343544.0000
LBFGS | iteration: 102, total loss=3916714240.0000, content_loss=2730049414.0625, style loss=1143314921.8750, tv loss=43349796.0000
LBFGS | iteration: 103, total loss=3895478272.0000, content_loss=2720475195.3125, style loss=1131611015.6250, tv loss=43392056.0000
LBFGS | iteration: 104, total loss=3877943296.0000, content_loss=2713866992.1875, style loss=1120647890.6250, tv loss=43428296.0000
LBFGS | iteration: 105, total loss=3862024192.0000, content_loss=2709742773.4375, style loss=1108829609.3750, tv loss=43451936.0000
LBFGS | iteration: 106, total loss=3846073088.0000, content_loss=2705558789.0625, style loss=1097045937.5000, tv loss=43468592.0000
LBFGS | iteration: 107, total loss=3839180800.0000, content_loss=2697821093.7500, style loss=1097821640.6250, tv loss=43537800.0000
LBFGS | iteration: 108, total loss=3819149824.0000, content_loss=2699848437.5000, style loss=1075806250.0000, tv loss=43495292.0000
LBFGS | iteration: 109, total loss=3809894912.0000, content_loss=2697663476.5625, style loss=1068725000.0000, tv loss=43506336.0000
LBFGS | iteration: 110, total loss=3790629888.0000, content_loss=2692172656.2500, style loss=1054908984.3750, tv loss=43548384.0000
LBFGS | iteration: 111, total loss=3774467840.0000, content_loss=2686131445.3125, style loss=1044769687.5000, tv loss=43566944.0000
LBFGS | iteration: 112, total loss=3754814464.0000, content_loss=2680445312.5000, style loss=1030758203.1250, tv loss=43610764.0000
LBFGS | iteration: 113, total loss=3738048512.0000, content_loss=2678064648.4375, style loss=1016371562.5000, tv loss=43612164.0000
LBFGS | iteration: 114, total loss=3730077440.0000, content_loss=2672932617.1875, style loss=1013475390.6250, tv loss=43669520.0000
LBFGS | iteration: 115, total loss=3718392064.0000, content_loss=2672037304.6875, style loss=1002691015.6250, tv loss=43663608.0000
LBFGS | iteration: 116, total loss=3707117568.0000, content_loss=2669491406.2500, style loss=993946562.5000, tv loss=43679556.0000
LBFGS | iteration: 117, total loss=3689869056.0000, content_loss=2664788085.9375, style loss=981372890.6250, tv loss=43708128.0000
LBFGS | iteration: 118, total loss=3680216576.0000, content_loss=2657097460.9375, style loss=979313671.8750, tv loss=43805568.0000
LBFGS | iteration: 119, total loss=3665079296.0000, content_loss=2656784960.9375, style loss=964540078.1250, tv loss=43754156.0000
LBFGS | iteration: 120, total loss=3657814784.0000, content_loss=2653859570.3125, style loss=960186640.6250, tv loss=43768628.0000
LBFGS | iteration: 121, total loss=3650315776.0000, content_loss=2650452343.7500, style loss=956070937.5000, tv loss=43792520.0000
LBFGS | iteration: 122, total loss=3637544704.0000, content_loss=2645082617.1875, style loss=948638046.8750, tv loss=43824060.0000
LBFGS | iteration: 123, total loss=3624900096.0000, content_loss=2635998437.5000, style loss=945042734.3750, tv loss=43858944.0000
LBFGS | iteration: 124, total loss=3614235648.0000, content_loss=2633162695.3125, style loss=937197109.3750, tv loss=43875872.0000
LBFGS | iteration: 125, total loss=3606975232.0000, content_loss=2632467382.8125, style loss=930642109.3750, tv loss=43865708.0000
LBFGS | iteration: 126, total loss=3600014080.0000, content_loss=2627899023.4375, style loss=928205625.0000, tv loss=43909264.0000
LBFGS | iteration: 127, total loss=3591015680.0000, content_loss=2626723242.1875, style loss=920372890.6250, tv loss=43919552.0000
LBFGS | iteration: 128, total loss=3577548544.0000, content_loss=2624019335.9375, style loss=909589296.8750, tv loss=43939920.0000
LBFGS | iteration: 129, total loss=3567463424.0000, content_loss=2618839062.5000, style loss=904628515.6250, tv loss=43995884.0000
LBFGS | iteration: 130, total loss=3556286976.0000, content_loss=2616821875.0000, style loss=895469687.5000, tv loss=43995660.0000
LBFGS | iteration: 131, total loss=3547258112.0000, content_loss=2613051757.8125, style loss=890187578.1250, tv loss=44019016.0000
LBFGS | iteration: 132, total loss=3540834304.0000, content_loss=2609221093.7500, style loss=887605078.1250, tv loss=44008292.0000
LBFGS | iteration: 133, total loss=3533858304.0000, content_loss=2603756445.3125, style loss=886039140.6250, tv loss=44062824.0000
LBFGS | iteration: 134, total loss=3527482112.0000, content_loss=2603271875.0000, style loss=880145625.0000, tv loss=44064488.0000
LBFGS | iteration: 135, total loss=3518510336.0000, content_loss=2599722656.2500, style loss=874705937.5000, tv loss=44081560.0000
LBFGS | iteration: 136, total loss=3506627072.0000, content_loss=2596323242.1875, style loss=866201171.8750, tv loss=44102600.0000
LBFGS | iteration: 137, total loss=3500326144.0000, content_loss=2586373437.5000, style loss=869782500.0000, tv loss=44170320.0000
LBFGS | iteration: 138, total loss=3487862016.0000, content_loss=2588060937.5000, style loss=855653828.1250, tv loss=44147136.0000
LBFGS | iteration: 139, total loss=3484596480.0000, content_loss=2586557226.5625, style loss=853869531.2500, tv loss=44169844.0000
LBFGS | iteration: 140, total loss=3479309824.0000, content_loss=2585499804.6875, style loss=849641484.3750, tv loss=44168340.0000
LBFGS | iteration: 141, total loss=3471855104.0000, content_loss=2581569335.9375, style loss=846096093.7500, tv loss=44189656.0000
LBFGS | iteration: 142, total loss=3460924928.0000, content_loss=2579216210.9375, style loss=837487265.6250, tv loss=44221392.0000
LBFGS | iteration: 143, total loss=3452939520.0000, content_loss=2574324218.7500, style loss=834367421.8750, tv loss=44247896.0000
LBFGS | iteration: 144, total loss=3447531776.0000, content_loss=2574758789.0625, style loss=828535312.5000, tv loss=44237608.0000
LBFGS | iteration: 145, total loss=3442927360.0000, content_loss=2573713085.9375, style loss=824937265.6250, tv loss=44276992.0000
LBFGS | iteration: 146, total loss=3437895424.0000, content_loss=2574011132.8125, style loss=819613671.8750, tv loss=44270584.0000
LBFGS | iteration: 147, total loss=3433717760.0000, content_loss=2572510937.5000, style loss=816928046.8750, tv loss=44278840.0000
LBFGS | iteration: 148, total loss=3427552000.0000, content_loss=2568803710.9375, style loss=814456328.1250, tv loss=44292192.0000
LBFGS | iteration: 149, total loss=3418839552.0000, content_loss=2563085742.1875, style loss=811396015.6250, tv loss=44357624.0000
LBFGS | iteration: 150, total loss=3410831616.0000, content_loss=2553070898.4375, style loss=813419140.6250, tv loss=44341616.0000
LBFGS | iteration: 151, total loss=3404153600.0000, content_loss=2552624414.0625, style loss=807175312.5000, tv loss=44353888.0000
LBFGS | iteration: 152, total loss=3398264320.0000, content_loss=2550796093.7500, style loss=803087500.0000, tv loss=44380580.0000
LBFGS | iteration: 153, total loss=3391887872.0000, content_loss=2549613867.1875, style loss=797888281.2500, tv loss=44385752.0000
LBFGS | iteration: 154, total loss=3386384896.0000, content_loss=2543957812.5000, style loss=797998671.8750, tv loss=44428512.0000
LBFGS | iteration: 155, total loss=3380524288.0000, content_loss=2543314257.8125, style loss=792794921.8750, tv loss=44415116.0000
LBFGS | iteration: 156, total loss=3375865344.0000, content_loss=2542090039.0625, style loss=789346640.6250, tv loss=44428768.0000
LBFGS | iteration: 157, total loss=3368969472.0000, content_loss=2540165820.3125, style loss=784345625.0000, tv loss=44458008.0000
LBFGS | iteration: 158, total loss=3362891264.0000, content_loss=2539774218.7500, style loss=778637968.7500, tv loss=44478860.0000
LBFGS | iteration: 159, total loss=3358286080.0000, content_loss=2539438085.9375, style loss=774366953.1250, tv loss=44481144.0000
LBFGS | iteration: 160, total loss=3353850624.0000, content_loss=2535617773.4375, style loss=773716640.6250, tv loss=44516168.0000
LBFGS | iteration: 161, total loss=3349594112.0000, content_loss=2533550976.5625, style loss=771530625.0000, tv loss=44512208.0000
LBFGS | iteration: 162, total loss=3343604736.0000, content_loss=2529030273.4375, style loss=770049921.8750, tv loss=44524672.0000
LBFGS | iteration: 163, total loss=3336253952.0000, content_loss=2524550585.9375, style loss=767163828.1250, tv loss=44539264.0000
LBFGS | iteration: 164, total loss=3329544192.0000, content_loss=2521224023.4375, style loss=763741640.6250, tv loss=44578548.0000
LBFGS | iteration: 165, total loss=3325344768.0000, content_loss=2521614843.7500, style loss=759158671.8750, tv loss=44571064.0000
LBFGS | iteration: 166, total loss=3321436160.0000, content_loss=2520577343.7500, style loss=756260703.1250, tv loss=44598284.0000
LBFGS | iteration: 167, total loss=3317345792.0000, content_loss=2520733007.8125, style loss=752004921.8750, tv loss=44608036.0000
LBFGS | iteration: 168, total loss=3311752192.0000, content_loss=2517945312.5000, style loss=749176484.3750, tv loss=44630352.0000
LBFGS | iteration: 169, total loss=3304602624.0000, content_loss=2511632812.5000, style loss=748311640.6250, tv loss=44658088.0000
LBFGS | iteration: 170, total loss=3298805248.0000, content_loss=2508736523.4375, style loss=745395468.7500, tv loss=44673168.0000
LBFGS | iteration: 171, total loss=3295594752.0000, content_loss=2506563085.9375, style loss=744348984.3750, tv loss=44682772.0000
LBFGS | iteration: 172, total loss=3289558272.0000, content_loss=2503746875.0000, style loss=741127343.7500, tv loss=44684032.0000
LBFGS | iteration: 173, total loss=3287567104.0000, content_loss=2498328906.2500, style loss=744496093.7500, tv loss=44742132.0000
LBFGS | iteration: 174, total loss=3283000576.0000, content_loss=2499833593.7500, style loss=738456171.8750, tv loss=44710560.0000
LBFGS | iteration: 175, total loss=3279805184.0000, content_loss=2500567187.5000, style loss=734529062.5000, tv loss=44708768.0000
LBFGS | iteration: 176, total loss=3277320192.0000, content_loss=2499715429.6875, style loss=732882734.3750, tv loss=44722248.0000
LBFGS | iteration: 177, total loss=3273761536.0000, content_loss=2497925000.0000, style loss=731092734.3750, tv loss=44743580.0000
LBFGS | iteration: 178, total loss=3268268288.0000, content_loss=2496159960.9375, style loss=727345000.0000, tv loss=44763448.0000
LBFGS | iteration: 179, total loss=3261611264.0000, content_loss=2492723242.1875, style loss=724099765.6250, tv loss=44788204.0000
LBFGS | iteration: 180, total loss=3256496896.0000, content_loss=2491913476.5625, style loss=719792109.3750, tv loss=44791304.0000
LBFGS | iteration: 181, total loss=3254154240.0000, content_loss=2490915625.0000, style loss=718441796.8750, tv loss=44796808.0000
LBFGS | iteration: 182, total loss=3250500608.0000, content_loss=2488330273.4375, style loss=717362734.3750, tv loss=44807764.0000
LBFGS | iteration: 183, total loss=3245726208.0000, content_loss=2484920312.5000, style loss=715980000.0000, tv loss=44825752.0000
LBFGS | iteration: 184, total loss=3240777984.0000, content_loss=2481845898.4375, style loss=714101484.3750, tv loss=44830392.0000
LBFGS | iteration: 185, total loss=3241703168.0000, content_loss=2476935351.5625, style loss=719887109.3750, tv loss=44880612.0000
LBFGS | iteration: 186, total loss=3238749184.0000, content_loss=2479416406.2500, style loss=714479140.6250, tv loss=44853664.0000
LBFGS | iteration: 187, total loss=3235831552.0000, content_loss=2479003125.0000, style loss=711976796.8750, tv loss=44851784.0000
LBFGS | iteration: 188, total loss=3232152832.0000, content_loss=2478128125.0000, style loss=709166484.3750, tv loss=44857992.0000
LBFGS | iteration: 189, total loss=3226704896.0000, content_loss=2475123242.1875, style loss=706703203.1250, tv loss=44878224.0000
LBFGS | iteration: 190, total loss=3222231552.0000, content_loss=2472938085.9375, style loss=704392734.3750, tv loss=44900924.0000
LBFGS | iteration: 191, total loss=3219542016.0000, content_loss=2472638476.5625, style loss=702013046.8750, tv loss=44890596.0000
LBFGS | iteration: 192, total loss=3217609984.0000, content_loss=2470274414.0625, style loss=702425859.3750, tv loss=44909732.0000
LBFGS | iteration: 193, total loss=3215560192.0000, content_loss=2469072460.9375, style loss=701570312.5000, tv loss=44917492.0000
LBFGS | iteration: 194, total loss=3211070720.0000, content_loss=2466877343.7500, style loss=699258203.1250, tv loss=44935288.0000
LBFGS | iteration: 195, total loss=3206736128.0000, content_loss=2464814062.5000, style loss=696979296.8750, tv loss=44942616.0000
LBFGS | iteration: 196, total loss=3203190272.0000, content_loss=2462343750.0000, style loss=695856875.0000, tv loss=44989640.0000
LBFGS | iteration: 197, total loss=3199410944.0000, content_loss=2462258789.0625, style loss=692187578.1250, tv loss=44964696.0000
LBFGS | iteration: 198, total loss=3197608704.0000, content_loss=2460961914.0625, style loss=691673984.3750, tv loss=44972752.0000
LBFGS | iteration: 199, total loss=3194982656.0000, content_loss=2459768554.6875, style loss=690230937.5000, tv loss=44982952.0000
LBFGS | iteration: 200, total loss=3190218240.0000, content_loss=2456877148.4375, style loss=688341796.8750, tv loss=44999400.0000
LBFGS | iteration: 201, total loss=3186529536.0000, content_loss=2455734375.0000, style loss=685785468.7500, tv loss=45009672.0000
LBFGS | iteration: 202, total loss=3184285440.0000, content_loss=2454870898.4375, style loss=684396953.1250, tv loss=45017824.0000
LBFGS | iteration: 203, total loss=3180995328.0000, content_loss=2453747851.5625, style loss=682224609.3750, tv loss=45022632.0000
LBFGS | iteration: 204, total loss=3177862656.0000, content_loss=2451457617.1875, style loss=681357890.6250, tv loss=45047256.0000
LBFGS | iteration: 205, total loss=3174087680.0000, content_loss=2449659179.6875, style loss=679377656.2500, tv loss=45050824.0000
LBFGS | iteration: 206, total loss=3171586048.0000, content_loss=2447656250.0000, style loss=678863359.3750, tv loss=45066488.0000
LBFGS | iteration: 207, total loss=3168374016.0000, content_loss=2445801757.8125, style loss=677498359.3750, tv loss=45073864.0000
LBFGS | iteration: 208, total loss=3163599616.0000, content_loss=2442981250.0000, style loss=675521718.7500, tv loss=45096356.0000
LBFGS | iteration: 209, total loss=3159968768.0000, content_loss=2441690820.3125, style loss=673172734.3750, tv loss=45105240.0000
LBFGS | iteration: 210, total loss=3158653184.0000, content_loss=2441975781.2500, style loss=671585312.5000, tv loss=45092000.0000
LBFGS | iteration: 211, total loss=3157013248.0000, content_loss=2440388867.1875, style loss=671516796.8750, tv loss=45107416.0000
LBFGS | iteration: 212, total loss=3155324672.0000, content_loss=2439255664.0625, style loss=670952187.5000, tv loss=45116900.0000
LBFGS | iteration: 213, total loss=3151687680.0000, content_loss=2436824023.4375, style loss=669734531.2500, tv loss=45129184.0000
LBFGS | iteration: 214, total loss=3147991296.0000, content_loss=2434868554.6875, style loss=667982031.2500, tv loss=45140808.0000
LBFGS | iteration: 215, total loss=3143591936.0000, content_loss=2431709375.0000, style loss=666725703.1250, tv loss=45156776.0000
LBFGS | iteration: 216, total loss=3140666624.0000, content_loss=2431147070.3125, style loss=664355781.2500, tv loss=45163664.0000
LBFGS | iteration: 217, total loss=3138760448.0000, content_loss=2430593164.0625, style loss=662997109.3750, tv loss=45169868.0000
LBFGS | iteration: 218, total loss=3134863616.0000, content_loss=2428945312.5000, style loss=660736015.6250, tv loss=45182192.0000
