Using config: {'content_img_name': 'tubingen.png', 'style_img_name': 'okeffe_red_canna.png', 'neural_net': 'VGG19', 'content_weight': 100000.0, 'style_weight': 30000.0, 'tv_weight': 1.0, 'init_img': 'content', 'optimizer': 'LBFGS', 'content_img_path': 'E:\\M.Sc. Data Science\\3rd Sem\\Neural Style Transfer\\Neural-Style-Transfer\\data\\content_images\\tubingen.png', 'style_img_path': 'E:\\M.Sc. Data Science\\3rd Sem\\Neural Style Transfer\\Neural-Style-Transfer\\data\\style_images\\okeffe_red_canna.png', 'dump_path': 'E:\\M.Sc. Data Science\\3rd Sem\\Neural Style Transfer\\Neural-Style-Transfer\\data\\output_images\\tubingen styled as okeffe_red_canna\\100000 30000 1'}

Loaded images

Initialized Optimizing image

Generated feature maps

Starting LBFGS Optimization

LBFGS | iteration: 001, total loss=812402409472.0000, content_loss=      0.0000, style loss=812387280000.0000, tv loss=15154265.0000
LBFGS | iteration: 213, total loss=4324405248.0000, content_loss=2273340039.0625, style loss=2033921015.6250, tv loss=17143848.0000
LBFGS | iteration: 214, total loss=4299111936.0000, content_loss=2272246289.0625, style loss=2009748046.8750, tv loss=17117654.0000
LBFGS | iteration: 215, total loss=4268500736.0000, content_loss=2271878125.0000, style loss=1979538515.6250, tv loss=17084178.0000
LBFGS | iteration: 216, total loss=4248814080.0000, content_loss=2268149023.4375, style loss=1963630781.2500, tv loss=17034152.0000
LBFGS | iteration: 217, total loss=4234312448.0000, content_loss=2270267382.8125, style loss=1947001757.8125, tv loss=17043228.0000
LBFGS | iteration: 218, total loss=4219930368.0000, content_loss=2270599414.0625, style loss=1932309375.0000, tv loss=17021612.0000
LBFGS | iteration: 219, total loss=4205331712.0000, content_loss=2269635351.5625, style loss=1918680937.5000, tv loss=17015452.0000
LBFGS | iteration: 220, total loss=4180208128.0000, content_loss=2265895312.5000, style loss=1897336992.1875, tv loss=16975824.0000
LBFGS | iteration: 221, total loss=4152721664.0000, content_loss=2263854101.5625, style loss=1871928281.2500, tv loss=16939300.0000
LBFGS | iteration: 222, total loss=4122146560.0000, content_loss=2262469335.9375, style loss=1842767812.5000, tv loss=16909318.0000
LBFGS | iteration: 223, total loss=4095133696.0000, content_loss=2261000195.3125, style loss=1817275312.5000, tv loss=16858158.0000
LBFGS | iteration: 224, total loss=4073666048.0000, content_loss=2260190820.3125, style loss=1796622539.0625, tv loss=16852848.0000
LBFGS | iteration: 225, total loss=4063031040.0000, content_loss=2259619726.5625, style loss=1786572187.5000, tv loss=16838814.0000
LBFGS | iteration: 226, total loss=4038035968.0000, content_loss=2257524023.4375, style loss=1763722968.7500, tv loss=16789076.0000
LBFGS | iteration: 227, total loss=4031858432.0000, content_loss=2258664062.5000, style loss=1756424414.0625, tv loss=16770106.0000
LBFGS | iteration: 228, total loss=4017347840.0000, content_loss=2256547656.2500, style loss=1744063476.5625, tv loss=16736718.0000
LBFGS | iteration: 229, total loss=4004406528.0000, content_loss=2255848437.5000, style loss=1731816445.3125, tv loss=16741680.0000
LBFGS | iteration: 230, total loss=3994139648.0000, content_loss=2254783398.4375, style loss=1722626601.5625, tv loss=16729596.0000
LBFGS | iteration: 231, total loss=3976214784.0000, content_loss=2252619335.9375, style loss=1706893125.0000, tv loss=16702185.0000
LBFGS | iteration: 232, total loss=3959204352.0000, content_loss=2252015039.0625, style loss=1690504687.5000, tv loss=16684461.0000
LBFGS | iteration: 233, total loss=3935299072.0000, content_loss=2248971093.7500, style loss=1669681992.1875, tv loss=16646126.0000
LBFGS | iteration: 234, total loss=3919007744.0000, content_loss=2250643164.0625, style loss=1651723593.7500, tv loss=16640962.0000
LBFGS | iteration: 235, total loss=3911750144.0000, content_loss=2249010351.5625, style loss=1646122851.5625, tv loss=16617076.0000
LBFGS | iteration: 236, total loss=3902871552.0000, content_loss=2248229687.5000, style loss=1638030351.5625, tv loss=16611690.0000
LBFGS | iteration: 237, total loss=3887375616.0000, content_loss=2246758789.0625, style loss=1624029960.9375, tv loss=16586768.0000
LBFGS | iteration: 238, total loss=3869281280.0000, content_loss=2243510937.5000, style loss=1609243007.8125, tv loss=16527270.0000
LBFGS | iteration: 239, total loss=3850222848.0000, content_loss=2244770898.4375, style loss=1588931835.9375, tv loss=16520076.0000
LBFGS | iteration: 240, total loss=3839278336.0000, content_loss=2243474023.4375, style loss=1579298320.3125, tv loss=16506177.0000
LBFGS | iteration: 241, total loss=3826320384.0000, content_loss=2241207812.5000, style loss=1568634492.1875, tv loss=16478176.0000
LBFGS | iteration: 242, total loss=3812679680.0000, content_loss=2241076562.5000, style loss=1555130742.1875, tv loss=16472643.0000
LBFGS | iteration: 243, total loss=3800641024.0000, content_loss=2239824218.7500, style loss=1544382187.5000, tv loss=16434756.0000
LBFGS | iteration: 244, total loss=3783197440.0000, content_loss=2238940820.3125, style loss=1527838710.9375, tv loss=16417742.0000
LBFGS | iteration: 245, total loss=3765587968.0000, content_loss=2236088476.5625, style loss=1513119023.4375, tv loss=16380303.0000
LBFGS | iteration: 246, total loss=3747277056.0000, content_loss=2234825585.9375, style loss=1496103281.2500, tv loss=16348537.0000
LBFGS | iteration: 247, total loss=3741474304.0000, content_loss=2233103710.9375, style loss=1492042851.5625, tv loss=16327600.0000
LBFGS | iteration: 248, total loss=3732473856.0000, content_loss=2233982812.5000, style loss=1482155039.0625, tv loss=16336236.0000
LBFGS | iteration: 249, total loss=3718449152.0000, content_loss=2233301367.1875, style loss=1468836210.9375, tv loss=16311796.0000
LBFGS | iteration: 250, total loss=3710782976.0000, content_loss=2232308593.7500, style loss=1462187812.5000, tv loss=16286602.0000
LBFGS | iteration: 251, total loss=3699179264.0000, content_loss=2231836523.4375, style loss=1451076445.3125, tv loss=16266572.0000
LBFGS | iteration: 252, total loss=3681807104.0000, content_loss=2229542773.4375, style loss=1436030507.8125, tv loss=16234080.0000
LBFGS | iteration: 253, total loss=3665361920.0000, content_loss=2228996093.7500, style loss=1420160625.0000, tv loss=16205311.0000
LBFGS | iteration: 254, total loss=3659003648.0000, content_loss=2225988085.9375, style loss=1416843750.0000, tv loss=16171894.0000
LBFGS | iteration: 255, total loss=3650175232.0000, content_loss=2225578125.0000, style loss=1408418320.3125, tv loss=16178759.0000
LBFGS | iteration: 256, total loss=3640341504.0000, content_loss=2225967968.7500, style loss=1398206718.7500, tv loss=16166928.0000
